371,txOutputPowerLowAlarm
372,txOutputPowerHighWarning
373,txOutputPowerHighAlarm
374,rxOpticalPowerLowWarning
375,rxOpticalPowerLowAlarm
376,rxOpticalPowerHighWarning
377,rxOpticalPowerHighAlarm
378,aux1LowWarning
379,aux1LowAlarm
380,aux1HighWarning
381,aux1HighAlarm
382,aux2LowWarning
383,aux2LowAlarm
384,aux2HighWarning
385,aux2HighAlarm
386,signalDegradation
387,signalFailure
388,missingRemoteMep
389,MaxNumIpv6RouteReached
390,MidLevelIPv6RoutesReached
391,actualFreeAddrBelowSubnetMin
392,portUpAfterLearningWindowExpired
393,learnedPortSecurityViolation
394,portLearnedBridgedMAC
395,ringDown
396,localRncvDisconnected
397,remoteRncvDisconnected
398,collectionRateGreaterThanConfigured
399,multiAuxiliaryServersAvailable
400,scheduledTaskCompleted
401,jmsServerRestart
402,certifyFailureAlarm
403,synchroFailureAlarm
404,restoreFailureAlarm
405,versionMismatch
406,mldSnpgGrpMaxNbrGrpsReached
407,locallyDeletedEntryInMCSyncDatabase
408,tooManyBgpRouteForNextHop
409,unstableBgpSpeaker
410,unstablePrefix
411,tooManyBgpRouteForGivenRouteTarget
412,tooLittleBgpRouteForGivenRouteTarget
413,unstableVpnSite
414,accountingPolicyDown
415,PowerSupplyRemoved
416,bootConfigFailScriptNotAccesible
417,bootConfigOKScriptNotAccesible
418,timingReferenceNotQualified
419,allTimingReferencesNotQualified
420,tMirrorDestinationEnabled
421,tMirrorDestinationChangeReject
422,tMirrorSourceIPFltrChangeReject
423,tMirrorSourceMacFltrChangeReject
424,tMirrorFilterAssignToSapWarn
425,tMirrorFilterAssignToSdpWarn
426,tMirrorFilterAssignToItfWarn
427,tMirrorSourceFilterAssignReject
428,tMirrorSourceFilterOverruled
429,tMirrorSourceFilterAssignWarn
430,tMirrorSourceSapChange
431,tMirrorSourceSubChange
432,tMirrorSourceEnabled
433,tMirrorSourceDisabled
434,isaAaGrpFailure
435,isaAaGrpNonRedundant
436,isaAaGrpFlowFull
437,isaAaGrpSwitchover
438,FanTrayRemoved
439,bgpAdVplsIdInconsistent
440,includeBothBAndISite
441,siteSyncFailure
442,tunnelOverbooked
443,xplError
444,EpipeBackboneMacAddressMismatch
445,BVplsSourceMacAddressDuplicate
446,isidInconsistent
447,pChipError
448,cpamRouterLimitExceedDueToMultiAdditions
449,ipPathsDiverge
450,singleFanFailure
451,memoryParityError
452,incorrectNeighborConfig
453,DeployProfileFailed
454,DatabaseRedundancyArchiveGap
455,databaseRealignment
456,databaseRealignmentFailed
457,batteryFail
458,CardCPUUtilizationCrossedAboveThreshold
459,CardMemoryUtilizationCrossedAboveThreshold
460,CardRxUtilizationCrossedAboveThreshold
461,CardRxTxUtilizationCrossedAboveThreshold
462,degrade
463,dyingGaspSignal
464,fibUpdateFailed
465,firmwareDownloadOnGoing
466,internalCommunicationProblem
467,lanFailure
468,lossOfAlignment
469,pppFail
470,provisioningMismatch
471,cardMissing
472,cardFail
473,equipmentMismatch
474,ShelfCPUUtilizationCrossedAboveThreshold
475,ShelfMemoryUtilizationCrossedAboveThreshold
476,ShelfRxUtilizationCrossedAboveThreshold
477,ShelfRxTxUtilizationCrossedAboveThreshold
478,ShelfTemperatureUtilizationCrossedAboveThreshold
479,TCA
480,unavailableTime
481,unconfiguredEquipmentPresent
482,IsaAaGrpDown
483,lagMemberMisconfigured
484,lagModeMisconfigured
485,lagPortJoin
486,lagPortLeave
487,lagPortRemove
488,endPointUsedByNumerousLinks
489,duplicatePhysicalLinkConfigured
490,patchLevelMismatch
492,ShamLinkDown
493,cableLOS
494,crossConnectionFail
495,demFail
496,earlyWarning
497,highBER
498,incompatibleFrequency
499,incompatiblePTX
500,incompatibleShifter
501,linkIdentifierMismatch
502,rxFail
503,resiliencySapDeleted
504,secondaryServiceSiteActive
505,secondaryServiceSiteDeleted
506,noAccountingPolicy
507,cpamLicenseMisMatch
508,clientDelegateServerMaxUIExceeded
509,hostnameMismatch
510,routingConfiguration
511,timingHoldover
512,igmpSnpgGrpMaxNbrSrcsReached
513,ais
514,noUpdatesDueToPacingInProgress
515,creationFailure
516,radiusAuthFailed
517,advertisementNotActivated
519,EpcDown
520,crossconnectDown
521,inSufficientBandwidth
522,portsSeggregated
523,radioLinkDown
524,vlanPathInstanceDown
525,databaseBackupFileRsyncFailed
526,HighNumberOfRecords
527,primaryDatabaseDown
528,FIBHighOccupancy
529,migrationComplete
530,migrationFailure
531,AlarmIndicationSignal
532,BackwardDefectIndication
533,BitErrorRateSignalDegradation
534,BitErrorRateSignalFail
535,FECRxTxModeMismatch
536,FECSignalDegradation
537,FECSignalFailure
538,LossOfClock
539,LossOfFraming
540,LossOfMultiFrame
541,LossOfSignal
542,ODUAlarmIndicationSignal
543,ODULocked
544,ODUOpenConnectionIndication
545,PMBackwardDefectIndication
546,UncorrectableFECErrors
547,ethernetTunnelDown
548,configurationMismatch
549,incompleteProtectionSwitching
550,IsaVideoGrpDown
551,McLagSourceBMacLsbMisconfigured
552,S2LPathReroutedToBypassTunnel
553,S2LPathDown
554,IncorrectPeerConfig
555,IncorrectPeerSynchronizationPortConfig
556,IncorrectPeerSynchronizationPortEncapRangeConfig
557,IncompleteConfig
558,User_Defined
559,wrongCpaaSoftwareVersion
560,testIdRangeMismatch
561,testsOutsideRange
562,asPathTooLong
563,lowNumberofNHops
564,trapRateTooHigh
565,trailSignalFailure
566,temporaryCommunicationProblem
567,ethernetPortConfiguredLoopback
568,ecIdRxTxOrMacModified
569,lossOfCellDelineation
570,lossOfIMAFrame
571,lossOfDelaySynchronization
572,remoteDefectIndication
573,serialChannelLoopback
574,remoteAlarmIndication
575,holdTimeInconsistent
576,forceQTagForwardingInconsistent
577,camError
578,BackwardIncomingAlignmentError
579,IncomingAlignmentError
580,OPUPSIPayloadTypeMismatch
581,OPUPSITraceMismatch
582,PMTraceIDMismatch
583,TraceIdMismatch
584,EncoderDegrade
585,EncoderFailure
586,PowerControlDegrade
587,PowerControlFailure
588,PowerControlHighlimit
589,PowerControllowlimit
590,IGHProtocolMismatch
591,CompositeServiceMisconfiguration
592,gatewayDown
593,bfdSessionConnectionBroken
594,bfdSessionConnectionPeerDetectsDown
595,IsaAaGrpCapCostThres
596,IsaAaSubUnassigned
597,MgGroupDown
598,exportLimitDropped
599,exportLimitReached
600,exportLimitWarning
601,signleSfmOverloadDetected
602,EPSPeerDown
603,DscServiceDown
604,EPSPathDrillDownFailed
605,EPSPathReferencedObjectDeleted
607,mmeUnspecifiedReason
608,callSetupFailure
609,degradedSignal
610,farEndReceiverFailure
611,framingError
612,lossOfPointer
613,payloadTypeMismatch
614,transmissionError
615,remoteAlarmInterface
616,excessiveBitErrorRate
617,pathTraceMismatch
618,unavailable
619,signalLabelMismatch
620,lossOfMutilFrame
621,communicationsReceiveFailure
622,communicationsTransmitFailure
623,modulationFailure
624,demodulationFailure
625,backPlaneFailure
626,dataSetProblem
627,equipmentIdentifierDuplication
628,externalIfDeviceProblem
629,lineCardProblem
630,multiplexerProblem
631,neIdentifierDuplication
633,processorProblem
634,protectionPathFailure
635,receiverFailure
636,replaceableUnitMissing
637,replaceableUnitTypeMismatch
638,synchronizationSourceMismatch
639,terminalProblem
641,transmitterFailure
642,trunkCardProblem
643,replaceableUnitProblem
644,realTimeClockFailure
645,airCompressorFailure
646,airConditioningFailure
647,airDryerFailure
648,batteryDischarging
649,batteryFailure
650,commercialPowerFailure
651,coolingFanFailure
652,engineFailure
653,fireDetectorFailure
654,fuseFailure
655,generatorFailure
656,lowBatteryThreshold
657,pumpFailure
658,rectifierFailure
659,rectifierHighVoltage
660,rectifierLowFVoltage
661,ventilationSystemFailure
663,explosiveGas
664,fire
665,flood
666,highHumidity
667,highTemperature
668,highWind
669,iceBuildUp
670,intrusionDetection
671,lowFuel
672,lowHumidity
673,lowCablePressure
674,lowTemperature
675,lowWater
676,smoke
677,toxicGas
678,externalPointFailure
679,storageCapacityProblem
680,memoryMismatch
682,outOfCPUCycles
683,softwareEnvironmentProblem
684,softwareDownloadFailure
685,lossOfRealTime
686,reinitialized
687,excessiveErrorRate
688,adapterError
689,applicationSubsystemFailure
690,bandwidthReduction
691,communicationProtocolError
692,communicationSubsystemFailure
693,configurationOrCustomizingError
694,congestion
696,dataSetOrModemError
697,dteDceInterfaceError
698,equipmentMalfunction
699,excessiveVibration
700,fileError
701,heatingOrVentilationOrCoolingSystemProblem
702,humidityUnacceptable
703,inputOutputDeviceError
704,inputDeviceError
705,lanError
706,leakDetection
707,localNodeTransmissionError
708,materialSupplyExhausted
709,outputDeviceError
710,performanceDegraded
711,pressureUnacceptable
712,queueSizeExceeded
713,receiveFailure
714,remoteNodeTransmissionError
715,resourceAtOrNearingCapacity
716,responseTimeExcessive
717,retransmissionRateExcessive
718,softwareError
719,softwareProgramAbnormallyTerminated
720,softwareProgramError
721,temperatureUnacceptable
722,toxicLeakDetected
723,transmitFailure
724,underlyingResourceUnavailable
725,ABISTOBTSInterfaceFailure
726,ABISTOTRXInterfaceFailure
727,antennaProblem
728,batteryBreakdown
729,batteryChargingFault
730,clockSynchronizationProblem
731,combinerProblem
732,diskProblem
733,excessiveReceiverTemperature
734,excessiveTransmitterOutputPower
735,excessiveTransmitterTemperature
736,frequencyHoppingDegraded
737,frequencyHoppingFailure
738,frequencyRedefinitionFailed
739,lineInterfaceFailure
740,linkFailure
741,lossOfSynchronization
742,lostRedundancy
743,mainsBreakdownWithBatteryBackup
744,mainsBreakdownWithoutBatteryBackup
745,receiverAntennaFault
746,receiverMulticouplerFailure
747,reducedTransmitterOutputPower
748,signalQualityEvaluationFault
749,timeslotHardwareFailure
750,transceiverProblem
751,transcoderProblem
752,transcoderOrRateAdapterProblem
753,transmitterAntennaFailure
754,transmitterAntennaNotAdjusted
755,transmitterLowVoltageOrCurrent
756,transmitterOffFrequency
757,databaseInconsistency
758,fileSystemCallUnsuccessful
759,inputParameterOutOfRange
760,invalidParameter
761,invalidPointer
762,messageNotExpected
763,messageNotInitialized
764,messageOutOfSequence
765,systemCallUnsuccessful
766,timeoutExpired
767,variableOutOfRange
768,watchDogTimerExpired
769,coolingSystemFailure
770,externalEquipmentFailure
771,externalPowerSupplyFailure
772,externalTransmissionDeviceFailure
773,reducedAlarmReporting
774,reducedEventReporting
775,reducedLoggingCapability
776,systemResourcesOverloaded
777,broadcastChannelFailure
778,callEstablishmentError
779,invalidMessageReceived
780,invalidMSUReceived
781,lapdLinkProtocolFailure
782,localAlarmIndication
783,routingFailure
784,ss7ProtocolFailure
785,transmissionFailure
786,authenticationFailure
787,breachOfConfidentiality
788,cableTamper
789,delayedInformation
790,denialOfService
791,duplicateInformation
792,informationMissing
793,informationModificationDetected
794,informationOutOfsequence
795,keyExpired
796,nonRepudiationFailure
797,outOfHoursActivity
798,outOfService
799,proceduralError
800,unauthorizedAccessAttempt
801,unexpectedInformation
802,unspecifiedReason
803,UnspecifiedReason
804,mbbRetryExceeded
805,lspPathGoingDown
806,startingHighPriMbb
807,restartingMbb
808,highPriMbbInProg
809,misconfiguredInflow
810,incompleteEPPeerConfig
811,MCPeerEPDown
812,managementAddressInvalid
813,inconsistenciesOnNode
814,switchToInband
815,switchToOutband
816,noIpv4Address
817,neManagementChange
818,nodeAlreadyDiscovered
819,redundantRadioLinkConfigured
820,cliConnectionFailed
821,executionFailed
822,trapsWillNotBeSent
823,trapsRedundancyMissing
824,receiverProtectionFail
825,maxRouteReached
826,hashLabelMismatch
827,prefixUnreachable
828,MaxNumExportRoutesReached
829,InvalidbBackupConfigration
830,excessiveEnvironmentTemp
831,IsaLnsGrpDown
832,AGWGTPPMIPPeerDown
833,resignalTimerExpired
834,ifAdminDown
835,ifPassive
836,LicenseKeyIsInvalid
837,tooManyCheckpointObjects
838,equipmentOvercooled
839,bufferOverFlow
841,DscPlatformLicenseKeyExpired
842,DscPlatformLicenseKeyExpiring
843,DscPlatformLicenseKeyHighWaterMarkCrossed
844,DscPlatformLicenseKeyLowWaterMarkCrossed
845,DscPlatformLicenseKeyThresholdReached
846,PhysicalLinkDown
847,invalidBOF
848,atpcLoopProblem
849,bandwidthOverFlow
850,incompatibleModulation
851,loopProblem
852,VLanUplinkDown
853,VLanUplinkNotCreated
854,voiceChannelLoopback
855,UtilizationExceedConfiguredLimit
856,FilterEntryDropped
857,activationSessionOpen
860,aisRx
861,aisTx
862,auxliaryAlarmTriggered
864,CardUnseated
865,clockFailure
866,dialogFailure
867,houseKeeping
868,incompatibleCapacity
869,incompatibleChannelSpacing
870,lossOfCESoEthFrames
871,lossOfProtection
872,modFail
873,modLOS
874,remoteNEFailure
875,standbyVersionMismatch
876,txFail
877,underlyingResourceDegrade
878,underlyingResourceUnavailableService
881,AmplifierModuleCaseTemperatureHigh
882,AmplifierModuleCaseTemperatureLow
883,AmplifierPumpTemperature
884,TdcmModuleTemperatureHigh
885,TdcmModuleTemperatureLow
886,AmplifierLossOfInputOpticalPower
887,AmplifierLossOfOutputPower
888,AmplifierModuleCommunicationFailure
889,AmplifierPumpcurrent
890,TdcmEEPROMinvalid
891,TdcmModuleCommunicationFailure
892,TdcmNotReady
893,TdcmThermalControlTemperatureLimit
894,TdcmThermalControlUnlocked
895,dualEndedLossNotSupported
896,dualEndedLossThresholdExceeded
897,HighLevelRoutesReached
898,MaxNumRoutesReached
899,MidLevelRoutesReached
900,enclosureDoorOpen
901,communicationsProtocolError
902,configurationOrCustomizationError
903,timingProblem
904,bsCommunicationOffline
906,callTraceManuallyActivated
907,callTraceConfigurationError
908,eventBasedTraceEnabled
909,debugTraceActive
910,corruptData
911,powerProblem
915,communicationsSubsystemFailure
917,LspPathsDiverge
918,ipPathDown
919,IpPathSegmentNotMulticastEnabled
920,tmnLOS
921,corruptedPacket
922,unidentifiedNode
923,systemModeChange
924,licenseViolation
925,licensedLimitReached
926,tooManyUdpPacketsBuffered
927,lowMemoryConfigured
928,rsyncDirectoryMismatch
929,rsyncFilesIssue
930,tooManyCpaaPeIsisArea
931,mismatchOfManagementIpAddress
932,noNESelfConfigPolicyFound
933,noPreProvisionedNodeFound
934,mismatchOfNetworkElementChassisType
935,mismatchOfNetworkElementType
936,mismatchOfNetworkElementVersion
937,failedReconfig
938,BITSReferenceLossOfSignal
939,BITSReferenceOutOfFrequency
940,BITSReferenceOutOfPollInRange
941,ReferenceOneLossOfSignal
942,ReferenceOneOutOfFrequency
943,ReferenceOneOutOfPollInRange
944,ReferenceTwoLossOfSignal
945,ReferenceTwoOutOfFrequency
946,ReferenceTwoOutOfPollInRange
947,detectedPreProvisionedCantidateNodeHasConfig
948,nodeDatabaseCorrupted
949,UnableToAcquireLock
954,AllChanMiss
955,Ovrld
956,AmpDisabled
958,LoGain
961,OprUnachieve
962,WkSwBk
965,B1Sd
966,Pwr
968,SyncClkFail
971,EqptDgr
973,CardInit
974,ReplUnitMiss
975,CardNotAllowed
976,DataFlt
977,CardSanity
978,Unknown
980,SyncSys
981,SwEqpt
982,LosDcm
983,DataErr
984,LpbkTerm
985,OchTrailDup
986,OchKeyDup
990,FecFail
992,LinkDown
994,ExcessLoad
995,FanSpeedMan
1000,FELANLOS
1002,FePrLf
1005,FwPendingObsolete
1006,FwUpgradePending
1007,FwVersionNotDefault
1017,LOF
1018,LOS
1020,ContCom
1022,InvalidThreshold
1023,LaserEOL
1024,LpbkLine
1025,LanLfi
1026,LostClock
1027,OprLossLow
1029,SyncSysOos
1030,Sync
1034,Mismatch
1038,OCI
1040,LOM
1042,OaPumpBiasCurrHigh
1043,OaPumpTempHigh
1044,OprLossHigh
1047,IntTempOpt
1052,LsrOutDgr
1053,PwrAdjFail
1054,PwrAdjReq
1057,PwrSusp
1060,RcvrOptProg
1062,PwrMaxGain
1063,RAMANSUP
1064,LfiEgr
1065,LanRfi
1068,SfpTempOOR
1069,SfpTrmtPwrOOR
1071,Deg
1072,SfMismatch
1073,Lof
1074,Tim
1077,Los
1079,Sf
1080,SfpReceiverPwrOOR
1082,LaserOffLpbk
1083,PrcdrErr
1084,OchUnknown
1085,SyncClk
1095,IntTempHigh
1096,IntTempLow
1097,unknown
1099,DbFt
1100,DbFl
1103,DbInvalid
1106,SyncOos
1109,SwUpgCommit
1110,SwUpgFail
1111,SwftDwn
1113,ageingLicense
1114,insufficientPurchasedLicenses
1115,atLeastOneLicenseInViolation
1116,licenseMappingFileNotAlignedWithImportedFile
1117,licenseExpired
1118,noMoreTokens
1119,pppoeSessionFailed
1120,wrongValue
1121,nodeDatabaseFallback
1122,nodeDatabaseMisalignment
1123,peerPWStatusBitsChanged
1124,AaPolicerResourcesExceeded
1125,globalAppProfileMissing
1126,flowRouteInvalid
1127,unsupportdComAction
1128,md5AuthFailure
1129,LeaseTimerInconsistent
1130,DhcpSvrMsgTooLong
1131,lossOfESMC
1132,overloadedCard
1133,sectionTraceMismatch
1134,synchronizationSignalFailure
1135,multiplerpl
1136,connectionEstablishmentError
1137,fireDetected
1138,lossOfRedundancy
1139,protectionMechanismFailure
1140,protectingResourceFailure
1141,excessiveResponseTime
1142,excessiveRetransmissionRate
1143,isaAaGrpBitRate
1144,isaAaGrpFlowSetup
1145,IsaAaGrpFmSbWaSBufOvld
1146,IsaAaGrpOvrldCutthru
1147,isaAaGrpPacketRate
1148,IsaAaGrpToSbWaSBufOvld
1149,LdpSessionDown
1151,DfPeerDown
1152,tMirrorSourceLiFilterChanged
1153,tooManyDeployerObjects
1154,nodeDataMismatch
1155,DhcpSvrMaxLeasesReached
1156,NlriProblem
1157,IpAddressOverlap
1158,TWAMPServerInactivityTimeout
1159,TWAMPServerMaxConnsExceeded
1160,TWAMPServerMaxSessExceeded
1161,TWAMPServerPrefixxMaxConnsExceeded
1162,TWAMPServerPrefixMaxSessExceeded
1163,hashLabelSignalCapabilityMismatch
1164,CorruptedBgpUpdateDetected
1165,APRINVALIDTOPO
1166,APRNODE
1167,APROSC
1168,APRSWITCH
1169,APRUNAVAIL
1170,APRUNAVAILOSC
1171,BoardEqpt
1172,E1AisEgr
1173,E1AisL
1174,E1Lof
1175,E1LofEgr
1176,E1Los
1177,E1NoCRC4M
1178,E1NoCRC4MEgr
1179,E1Rai
1180,E1RaiEgr
1181,EBERO
1182,EqptDgrOch
1183,EqptDgrOchOut
1184,EqptPort
1185,SyncEqpt
1186,ETRMISMATCHMOD
1187,ExcessLoss
1188,FDI
1189,FanSpeedHigh
1190,FanSpeedLow
1191,fecUbcSd
1192,IncompatFan
1193,InvalidEgress
1194,InvalidThresholdOms
1195,InvalidThresholdOts
1196,LaserBackFacetOptPwrTca
1197,LaserCoolingCurTca
1198,LOAM
1199,LOSOOUT
1200,LosOcm
1201,LosOms
1202,LosOts
1203,MismatchFiber
1204,LosOut
1205,MixedPFUsed
1206,Msim
1207,OSPFADJ
1208,OduAis
1209,OduAisEgress
1210,OprPwrHigh
1211,OprPwrLow
1212,OprTx
1213,OptIntDet
1214,OptIntSusp
1216,PCSGeneratorActive
1217,Trmt
1218,PwrTiltSusp
1219,PwrUnbalance
1220,PwrUnbalanceOms
1221,ReplUnitMissMOD
1222,SpLoAdjFail
